transaction_id,customer_id,card_number,transaction_date,transaction_time,amount,merchant_name,merchant_category,city,state,response_code,is_fraud
TXN_00000245,CUST_000062,1327,2025-02-25,00:46:04,40.31,Mobil,Gas Station,Los Angeles,CA,00,0
TXN_00000270,CUST_000314,9826,2025-02-25,05:27:04,236.43,Convenience Store ATM,ATM,San Antonio,TX,00,0
TXN_00000445,CUST_000126,4715,2025-02-25,15:21:04,100.53,Mall ATM,ATM,Columbus,GA,00,0
TXN_00000943,CUST_000445,0196,2025-02-25,16:21:04,95.11,Amazon,Online Retail,Miami,FL,00,0
TXN_00000217,CUST_000211,7991,2025-02-26,00:02:04,131.0,Walmart.com,Online Retail,New York,NY,00,0
TXN_00000044,CUST_000403,5171,2025-02-26,00:17:04,1586.33,Starbucks,Restaurant,Remote_WY,WY,00,1
TXN_00000643,CUST_000337,7734,2025-02-26,03:35:04,42.91,Rite Aid,Pharmacy,Erie,PA,00,0
TXN_00000457,CUST_000247,2564,2025-02-26,06:16:04,208.13,Best Buy Online,Online Retail,Buffalo,NY,00,0
TXN_00000368,CUST_000477,1502,2025-02-26,08:40:04,319.3,Holiday Inn,Hotel,Cincinnati,OH,00,0
TXN_00000841,CUST_000331,8631,2025-02-26,08:45:04,48.08,Nordstrom,Department Store,Sacramento,CA,00,0
TXN_00000869,CUST_000175,8285,2025-02-26,10:43:04,182.47,Bank ATM,ATM,Sterling Heights,MI,00,0
TXN_00000614,CUST_000484,2412,2025-02-26,10:55:04,168.17,Marriott,Hotel,Jacksonville,FL,00,0
TXN_00000164,CUST_000042,6256,2025-02-26,12:27:04,29.52,Walgreens,Pharmacy,Rockford,IL,00,0
TXN_00000604,CUST_000269,4485,2025-02-26,13:00:04,698.38,Fry's Electronics,Electronics,Dallas,TX,00,0
TXN_00000747,CUST_000045,1231,2025-02-26,16:16:04,34.35,Mall ATM,ATM,Columbus,GA,00,0
TXN_00000852,CUST_000460,1776,2025-02-26,22:25:04,65.91,Concert Hall,Entertainment,Greensboro,NC,00,0
TXN_00000758,CUST_000438,3773,2025-02-27,06:27:04,118.6,Safeway,Grocery,San Antonio,TX,00,0
TXN_00000985,CUST_000170,0283,2025-02-27,08:26:04,667.15,Fry's Electronics,Electronics,Tampa,FL,00,0
TXN_00000949,CUST_000264,0232,2025-02-27,09:04:04,18.82,Walmart,Grocery,Durham,NC,00,0
TXN_00000333,CUST_000364,4947,2025-02-27,09:38:04,30.21,Theme Park,Entertainment,San Francisco,CA,00,0
TXN_00000750,CUST_000191,1942,2025-02-27,10:34:04,40.5,Rite Aid,Pharmacy,Savannah,GA,00,0
TXN_00000615,CUST_000432,1971,2025-02-27,12:56:04,30.95,Shell,Gas Station,Buffalo,NY,00,0
TXN_00000441,CUST_000453,8389,2025-02-27,12:57:04,12.97,Target,Grocery,Rochester,NY,00,0
TXN_00000077,CUST_000045,5831,2025-02-27,14:37:04,90.1,eBay,Online Retail,Atlanta,GA,00,0
TXN_00000637,CUST_000399,5158,2025-02-27,21:58:04,45.3,Bowling Alley,Entertainment,Toledo,OH,00,0
TXN_00000030,CUST_000363,1094,2025-02-28,00:09:04,776.55,Best Western,Hotel,San Diego,CA,51,1
TXN_00000519,CUST_000192,4911,2025-02-28,06:36:04,58.98,Shell,Gas Station,Sterling Heights,MI,00,0
TXN_00000805,CUST_000103,4244,2025-02-28,09:50:04,454.86,Credit Union ATM,ATM,Tampa,FL,00,0
TXN_00000541,CUST_000272,1009,2025-02-28,11:26:04,44.49,JCPenney,Department Store,Rochester,NY,00,0
TXN_00000159,CUST_000486,9172,2025-02-28,15:09:04,18.09,CVS,Pharmacy,Pittsburgh,PA,00,0
TXN_00000577,CUST_000403,3102,2025-03-01,00:58:04,62.19,Theme Park,Entertainment,San Francisco,CA,00,0
TXN_00000956,CUST_000433,1265,2025-03-01,03:38:04,264.74,Hyatt,Hotel,San Antonio,TX,00,0
TXN_00000801,CUST_000395,8332,2025-03-01,05:11:04,20.04,Health Mart,Pharmacy,Cleveland,OH,00,0
TXN_00000444,CUST_000004,2983,2025-03-01,06:49:04,46.5,Target.com,Online Retail,Augusta,GA,00,0
TXN_00000586,CUST_000302,5728,2025-03-01,15:58:04,1136.48,Fry's Electronics,Electronics,Buffalo,NY,00,0
TXN_00000095,CUST_000173,1612,2025-03-01,16:56:04,48.98,Pizza Hut,Restaurant,Miami,FL,00,0
TXN_00000263,CUST_000495,6205,2025-03-01,22:41:04,39.39,Rite Aid,Pharmacy,Orlando,FL,00,0
TXN_00000266,CUST_000451,3122,2025-03-02,03:02:04,96.37,Whole Foods,Grocery,Grand Rapids,MI,00,0
TXN_00000995,CUST_000030,1158,2025-03-02,03:51:04,88.96,Best Western,Hotel,Peoria,IL,00,0
TXN_00000070,CUST_000044,6706,2025-03-02,13:51:04,46.1,Rite Aid,Pharmacy,Philadelphia,PA,00,0
TXN_00000563,CUST_000491,9821,2025-03-02,13:55:04,280.15,Best Western,Hotel,New York,NY,00,0
TXN_00000701,CUST_000457,4635,2025-03-02,18:28:04,84.14,Movie Theater,Entertainment,Cleveland,OH,00,0
TXN_00000240,CUST_000288,6389,2025-03-03,06:05:04,172.66,Nordstrom,Department Store,Greensboro,NC,00,0
TXN_00000036,CUST_000319,7109,2025-03-03,08:32:04,520.51,eBay,Online Retail,Remote_AK,AK,51,1
TXN_00000763,CUST_000245,2821,2025-03-03,13:39:04,396.76,Hyatt,Hotel,Buffalo,NY,00,0
TXN_00000102,CUST_000058,0790,2025-03-03,15:57:04,135.62,Amazon,Online Retail,Tampa,FL,00,0
TXN_00000224,CUST_000307,2146,2025-03-03,17:59:04,27.3,Pharmacy Plus,Pharmacy,Miami,FL,00,0
TXN_00000314,CUST_000049,3127,2025-03-03,19:42:04,131.12,Hilton,Hotel,Los Angeles,CA,00,0
TXN_00000607,CUST_000421,3192,2025-03-04,00:27:04,36.8,BP,Gas Station,Chicago,IL,00,0
TXN_00000199,CUST_000091,8422,2025-03-04,01:37:04,56.49,Fry's Electronics,Electronics,Savannah,GA,00,0
TXN_00000421,CUST_000356,8425,2025-03-04,09:33:04,198.1,Amazon,Online Retail,Springfield,IL,00,0
TXN_00000632,CUST_000156,6424,2025-03-04,10:25:04,64.42,Movie Theater,Entertainment,Austin,TX,00,0
TXN_00000673,CUST_000074,5396,2025-03-04,21:09:04,225.02,Hilton,Hotel,Rockford,IL,00,0
TXN_00000417,CUST_000466,9594,2025-03-04,22:49:04,97.89,Convenience Store ATM,ATM,Atlanta,GA,00,0
TXN_00000184,CUST_000399,7375,2025-03-05,11:21:04,28.51,Amazon,Online Retail,New York,NY,00,0
TXN_00000676,CUST_000182,8382,2025-03-05,15:56:04,10.51,Walgreens,Pharmacy,Dallas,TX,00,0
TXN_00000072,CUST_000478,5054,2025-03-05,17:29:04,46.22,Exxon,Gas Station,Toledo,OH,00,0
TXN_00000402,CUST_000306,5786,2025-03-05,23:57:04,21.73,Chevron,Gas Station,Miami,FL,00,0
TXN_00000197,CUST_000403,5719,2025-03-06,00:57:04,76.82,Concert Hall,Entertainment,Durham,NC,00,0
TXN_00000686,CUST_000363,1394,2025-03-06,01:03:04,36.66,Bowling Alley,Entertainment,Raleigh,NC,00,0
TXN_00000865,CUST_000046,8170,2025-03-06,06:23:04,211.46,eBay,Online Retail,Buffalo,NY,00,0
TXN_00000218,CUST_000466,0881,2025-03-06,09:04:04,59.56,Chevron,Gas Station,Detroit,MI,00,0
TXN_00000345,CUST_000207,5796,2025-03-06,12:03:04,169.25,Hyatt,Hotel,Atlanta,GA,00,0
TXN_00000135,CUST_000068,0643,2025-03-06,15:07:04,357.78,Bank ATM,ATM,San Francisco,CA,00,0
TXN_00000716,CUST_000491,5244,2025-03-06,15:18:04,29.59,Mobil,Gas Station,Dallas,TX,00,0
TXN_00000772,CUST_000339,3339,2025-03-06,18:06:04,914.49,RadioShack,Electronics,Greensboro,NC,00,0
TXN_00000623,CUST_000371,7863,2025-03-07,05:14:04,346.03,Best Western,Hotel,Miami,FL,00,0
TXN_00000285,CUST_000282,9587,2025-03-07,09:31:04,14.06,Target,Grocery,Los Angeles,CA,00,0
TXN_00000328,CUST_000018,1067,2025-03-07,09:54:04,112.42,Pizza Hut,Restaurant,Houston,TX,00,0
TXN_00000566,CUST_000376,1699,2025-03-07,10:01:04,48.73,Mobil,Gas Station,Austin,TX,00,0
TXN_00000666,CUST_000380,7481,2025-03-07,19:40:04,82.32,Marriott,Hotel,Toledo,OH,00,0
TXN_00000518,CUST_000296,7665,2025-03-07,22:52:04,28.42,Health Mart,Pharmacy,Philadelphia,PA,00,0
TXN_00000933,CUST_000128,0670,2025-03-08,05:29:04,93.18,Walmart,Grocery,Warren,MI,00,0
TXN_00000428,CUST_000437,5536,2025-03-08,06:37:04,386.16,Mall ATM,ATM,Greensboro,NC,00,0
TXN_00000380,CUST_000075,6012,2025-03-08,07:50:04,116.21,Pizza Hut,Restaurant,Atlanta,GA,00,0
TXN_00000799,CUST_000018,6277,2025-03-08,07:50:04,235.81,Convenience Store ATM,ATM,Erie,PA,00,0
TXN_00000435,CUST_000237,0412,2025-03-08,08:11:04,31.66,Pharmacy Plus,Pharmacy,New York,NY,00,0
TXN_00000487,CUST_000045,1189,2025-03-08,10:33:04,44.89,Rite Aid,Pharmacy,Tampa,FL,00,0
TXN_00000526,CUST_000193,0155,2025-03-08,13:35:04,272.0,Hyatt,Hotel,San Francisco,CA,00,0
TXN_00000261,CUST_000109,6980,2025-03-08,15:43:04,43.22,JCPenney,Department Store,Orlando,FL,00,0
TXN_00000678,CUST_000305,2669,2025-03-08,15:48:04,254.44,eBay,Online Retail,Buffalo,NY,00,0
TXN_00000373,CUST_000330,4236,2025-03-08,18:00:04,71.14,Shell,Gas Station,San Antonio,TX,00,0
TXN_00000391,CUST_000283,3468,2025-03-08,18:41:04,70.5,Shell,Gas Station,Peoria,IL,00,0
TXN_00000153,CUST_000144,6870,2025-03-08,21:26:04,42.98,Exxon,Gas Station,Cleveland,OH,00,0
TXN_00000816,CUST_000199,4439,2025-03-09,11:51:04,35.3,Chevron,Gas Station,Sterling Heights,MI,00,0
TXN_00000827,CUST_000170,5578,2025-03-10,06:05:04,92.58,McDonald's,Restaurant,Detroit,MI,00,0
TXN_00000757,CUST_000049,7496,2025-03-10,11:35:04,32.79,Movie Theater,Entertainment,Syracuse,NY,00,0
TXN_00000317,CUST_000092,2090,2025-03-10,11:38:04,54.44,JCPenney,Department Store,Columbus,GA,00,0
TXN_00000713,CUST_000292,6271,2025-03-10,14:21:04,37.03,Theme Park,Entertainment,Sterling Heights,MI,00,0
TXN_00000550,CUST_000478,4296,2025-03-10,17:39:04,12.65,Health Mart,Pharmacy,Orlando,FL,00,0
TXN_00000895,CUST_000202,9127,2025-03-10,22:00:04,554.62,RadioShack,Electronics,Dallas,TX,00,0
TXN_00000774,CUST_000313,9967,2025-03-10,23:38:04,52.6,eBay,Online Retail,Syracuse,NY,00,0
TXN_00000408,CUST_000496,1498,2025-03-10,23:40:04,256.57,Hilton,Hotel,Grand Rapids,MI,00,0
TXN_00000023,CUST_000140,9806,2025-03-11,03:23:04,625.92,RadioShack,Electronics,Cleveland,OH,05,1
TXN_00000505,CUST_000422,0563,2025-03-11,04:20:04,52.97,Macy's,Department Store,Allentown,PA,00,0
TXN_00000067,CUST_000179,5305,2025-03-11,07:05:04,67.48,Exxon,Gas Station,Houston,TX,00,0
TXN_00000647,CUST_000115,0833,2025-03-12,01:22:04,26.92,CVS,Pharmacy,Rochester,NY,00,0
TXN_00000145,CUST_000214,3806,2025-03-12,02:24:04,71.96,Chevron,Gas Station,Peoria,IL,00,0
TXN_00000688,CUST_000021,3732,2025-03-12,07:01:04,44.12,Kroger,Grocery,Sacramento,CA,00,0
TXN_00000542,CUST_000367,3549,2025-03-12,11:53:04,50.73,Macy's,Department Store,Durham,NC,00,0
TXN_00000710,CUST_000289,7379,2025-03-12,12:11:04,245.63,Nordstrom,Department Store,Columbus,GA,00,0
TXN_00000411,CUST_000491,7609,2025-03-12,14:36:04,18.59,Rite Aid,Pharmacy,Savannah,GA,00,0
TXN_00000730,CUST_000311,5794,2025-03-12,22:40:04,69.47,Starbucks,Restaurant,Savannah,GA,00,0
TXN_00000497,CUST_000076,1451,2025-03-13,05:33:04,186.1,Fry's Electronics,Electronics,New York,NY,00,0
TXN_00000813,CUST_000160,1604,2025-03-13,17:26:04,335.79,Bank ATM,ATM,Chicago,IL,00,0
TXN_00000825,CUST_000023,3335,2025-03-14,06:04:04,35.39,Shell,Gas Station,Sterling Heights,MI,00,0
TXN_00000601,CUST_000245,3793,2025-03-14,06:32:04,44.19,BP,Gas Station,Savannah,GA,00,0
TXN_00000147,CUST_000326,6702,2025-03-14,09:31:04,39.66,Macy's,Department Store,Jacksonville,FL,00,0
TXN_00000906,CUST_000143,9063,2025-03-14,09:40:04,105.3,Starbucks,Restaurant,Charlotte,NC,00,0
TXN_00000382,CUST_000271,1795,2025-03-14,14:12:04,86.66,Best Western,Hotel,Springfield,IL,00,0
TXN_00000773,CUST_000284,2199,2025-03-14,20:10:04,57.4,Kohl's,Department Store,Jacksonville,FL,00,0
TXN_00000919,CUST_000360,1708,2025-03-15,03:52:04,96.81,Bowling Alley,Entertainment,Charlotte,NC,00,0
TXN_00000198,CUST_000408,4397,2025-03-15,08:59:04,232.65,Best Buy Online,Online Retail,Raleigh,NC,00,0
TXN_00000951,CUST_000476,8235,2025-03-15,09:27:04,220.6,Kohl's,Department Store,Warren,MI,00,0
TXN_00000533,CUST_000146,8050,2025-03-15,10:10:04,25.71,Chevron,Gas Station,Cincinnati,OH,00,0
TXN_00000156,CUST_000413,7842,2025-03-15,10:29:04,108.88,Marriott,Hotel,Tampa,FL,00,0
TXN_00000572,CUST_000333,4104,2025-03-15,14:37:04,619.66,Micro Center,Electronics,Toledo,OH,00,0
TXN_00000295,CUST_000138,1971,2025-03-15,14:41:04,118.28,Olive Garden,Restaurant,Rockford,IL,00,0
TXN_00000442,CUST_000388,2630,2025-03-15,15:36:04,296.85,Target.com,Online Retail,Augusta,GA,00,0
TXN_00000740,CUST_000350,2285,2025-03-15,17:50:04,46.58,Pharmacy Plus,Pharmacy,Columbus,OH,00,0
TXN_00000172,CUST_000305,1406,2025-03-16,03:40:04,129.53,Target,Grocery,Tampa,FL,00,0
TXN_00000999,CUST_000368,8933,2025-03-16,03:58:04,100.74,Pizza Hut,Restaurant,Peoria,IL,00,0
TXN_00000981,CUST_000412,4770,2025-03-16,05:51:04,51.26,Circuit City,Electronics,Atlanta,GA,00,0
TXN_00000083,CUST_000137,3259,2025-03-16,06:16:04,46.97,Walgreens,Pharmacy,Columbus,GA,00,0
TXN_00000142,CUST_000223,2027,2025-03-16,19:08:04,33.45,Health Mart,Pharmacy,Springfield,IL,00,0
TXN_00000502,CUST_000115,1917,2025-03-16,23:01:04,84.71,Circuit City,Electronics,Pittsburgh,PA,00,0
TXN_00000356,CUST_000249,4482,2025-03-17,01:38:04,119.51,Safeway,Grocery,Los Angeles,CA,00,0
TXN_00000782,CUST_000364,4787,2025-03-17,06:20:04,279.91,Gas Station ATM,ATM,Toledo,OH,00,0
TXN_00000125,CUST_000283,6609,2025-03-17,08:20:04,187.86,Walmart.com,Online Retail,Columbus,OH,00,0
TXN_00000310,CUST_000067,1117,2025-03-17,14:50:04,303.66,RadioShack,Electronics,Jacksonville,FL,00,0
TXN_00000512,CUST_000288,3671,2025-03-17,15:01:04,30.77,Pharmacy Plus,Pharmacy,Durham,NC,00,0
TXN_00000076,CUST_000377,3947,2025-03-17,19:10:04,62.33,Amazon,Online Retail,Syracuse,NY,00,0
TXN_00000902,CUST_000319,8027,2025-03-17,23:08:04,52.8,Sears,Department Store,Springfield,IL,00,0
TXN_00000672,CUST_000095,5652,2025-03-17,23:25:04,910.13,Best Buy,Electronics,Columbus,OH,00,0
TXN_00000917,CUST_000090,9197,2025-03-18,00:02:04,109.61,Walmart,Grocery,Springfield,IL,00,0
TXN_00000016,CUST_000404,3303,2025-03-18,00:19:04,1.62,Convenience Store ATM,ATM,Peoria,IL,51,1
TXN_00000733,CUST_000241,8779,2025-03-18,07:45:04,128.89,Macy's,Department Store,Orlando,FL,00,0
TXN_00000012,CUST_000021,5346,2025-03-18,10:47:04,1893.53,Subway,Restaurant,New York,NY,61,1
TXN_00000764,CUST_000212,0356,2025-03-18,12:57:04,347.64,Hyatt,Hotel,Tampa,FL,00,0
TXN_00000990,CUST_000421,3167,2025-03-18,15:43:04,17.82,Whole Foods,Grocery,Cincinnati,OH,00,0
TXN_00000770,CUST_000417,9489,2025-03-18,19:33:04,147.54,Credit Union ATM,ATM,Toledo,OH,00,0
TXN_00000948,CUST_000068,9121,2025-03-18,21:26:04,12.71,Theme Park,Entertainment,Dallas,TX,00,0
TXN_00000785,CUST_000239,1450,2025-03-19,07:34:04,55.02,Pharmacy Plus,Pharmacy,Columbus,OH,00,0
TXN_00000612,CUST_000007,0907,2025-03-19,09:07:04,613.85,Micro Center,Electronics,Atlanta,GA,00,0
TXN_00000360,CUST_000159,4134,2025-03-19,09:33:04,276.87,eBay,Online Retail,Erie,PA,00,0
TXN_00000928,CUST_000262,2419,2025-03-20,02:44:04,39.07,Chevron,Gas Station,San Francisco,CA,00,0
TXN_00000635,CUST_000339,4457,2025-03-20,04:11:04,129.89,Marriott,Hotel,Grand Rapids,MI,00,0
TXN_00000752,CUST_000483,8639,2025-03-20,09:51:04,42.83,Pharmacy Plus,Pharmacy,Buffalo,NY,00,0
TXN_00000193,CUST_000097,9177,2025-03-20,11:21:04,204.83,RadioShack,Electronics,Atlanta,GA,00,0
TXN_00000964,CUST_000335,9876,2025-03-20,15:02:04,709.05,RadioShack,Electronics,Cincinnati,OH,00,0
TXN_00000923,CUST_000298,7488,2025-03-20,18:59:04,223.79,Best Buy Online,Online Retail,Philadelphia,PA,00,0
TXN_00000239,CUST_000006,7406,2025-03-20,20:28:04,80.87,Sears,Department Store,San Diego,CA,00,0
TXN_00000096,CUST_000229,0174,2025-03-21,04:24:04,87.04,Pizza Hut,Restaurant,Chicago,IL,00,0
TXN_00000221,CUST_000290,2588,2025-03-21,09:36:04,396.32,Holiday Inn,Hotel,Warren,MI,00,0
TXN_00000576,CUST_000237,6091,2025-03-21,21:37:04,151.32,Sears,Department Store,Syracuse,NY,00,0
TXN_00000366,CUST_000231,6366,2025-03-21,23:48:04,134.01,Fry's Electronics,Electronics,Charlotte,NC,00,0
TXN_00000334,CUST_000428,4719,2025-03-22,01:49:04,31.43,Health Mart,Pharmacy,Cincinnati,OH,00,0
TXN_00000255,CUST_000299,1572,2025-03-22,04:05:04,342.24,Hyatt,Hotel,Rochester,NY,00,0
TXN_00000369,CUST_000390,7032,2025-03-22,12:02:04,35.64,Target,Grocery,Augusta,GA,00,0
TXN_00000547,CUST_000455,8591,2025-03-22,13:31:04,292.0,Mall ATM,ATM,Allentown,PA,00,0
TXN_00000351,CUST_000241,7135,2025-03-22,16:53:04,339.67,Hyatt,Hotel,Pittsburgh,PA,00,0
TXN_00000493,CUST_000323,7272,2025-03-22,22:46:04,74.81,Starbucks,Restaurant,Austin,TX,00,0
TXN_00000528,CUST_000103,3423,2025-03-23,00:39:04,52.64,Kohl's,Department Store,Warren,MI,00,0
TXN_00000243,CUST_000279,7303,2025-03-23,04:13:04,246.76,Marriott,Hotel,Jacksonville,FL,00,0
TXN_00000926,CUST_000273,2879,2025-03-23,09:34:04,538.65,Best Buy,Electronics,Detroit,MI,00,0
TXN_00000403,CUST_000346,8325,2025-03-23,09:46:04,80.38,Concert Hall,Entertainment,Durham,NC,00,0
TXN_00000633,CUST_000107,3305,2025-03-23,16:35:04,193.13,Amazon,Online Retail,Sterling Heights,MI,00,0
TXN_00000004,CUST_000286,3953,2025-03-24,04:53:04,1464.28,Best Western,Hotel,Remote_VT,VT,61,1
TXN_00000536,CUST_000474,7188,2025-03-24,14:19:04,156.43,Target.com,Online Retail,Augusta,GA,00,0
TXN_00000679,CUST_000206,1848,2025-03-24,21:06:04,48.27,Mobil,Gas Station,Augusta,GA,00,0
TXN_00000534,CUST_000178,7715,2025-03-25,02:57:04,83.68,Best Buy,Electronics,Los Angeles,CA,00,0
TXN_00000169,CUST_000317,5054,2025-03-25,04:18:04,215.43,Nordstrom,Department Store,Buffalo,NY,00,0
TXN_00000195,CUST_000497,5833,2025-03-25,04:30:04,221.46,Target.com,Online Retail,Pittsburgh,PA,00,0
TXN_00000475,CUST_000483,3129,2025-03-25,05:42:04,114.08,Walmart,Grocery,Durham,NC,00,0
TXN_00000466,CUST_000049,5182,2025-03-25,14:56:04,209.02,Bank ATM,ATM,Durham,NC,00,0
TXN_00000155,CUST_000242,8039,2025-03-25,18:00:04,468.9,Convenience Store ATM,ATM,Dallas,TX,00,0
TXN_00000470,CUST_000319,1462,2025-03-25,20:55:04,16.35,Concert Hall,Entertainment,Springfield,IL,00,0
TXN_00000843,CUST_000295,8245,2025-03-26,01:41:04,79.06,Pizza Hut,Restaurant,San Diego,CA,00,0
TXN_00000592,CUST_000326,3206,2025-03-26,20:21:04,113.66,Sears,Department Store,Grand Rapids,MI,00,0
TXN_00000737,CUST_000066,5680,2025-03-26,21:46:04,209.86,Convenience Store ATM,ATM,Philadelphia,PA,00,0
TXN_00000107,CUST_000274,5355,2025-03-27,04:38:04,290.01,Bank ATM,ATM,Tampa,FL,00,0
TXN_00000038,CUST_000429,8867,2025-03-27,05:28:04,858.21,Walgreens,Pharmacy,Cleveland,OH,51,1
TXN_00000220,CUST_000279,0635,2025-03-27,12:05:04,71.16,Convenience Store ATM,ATM,Cincinnati,OH,00,0
TXN_00000978,CUST_000276,4511,2025-03-27,19:38:04,89.98,Walmart,Grocery,Columbus,OH,00,0
TXN_00000836,CUST_000467,7086,2025-03-28,07:42:04,94.13,Marriott,Hotel,Los Angeles,CA,00,0
TXN_00000068,CUST_000426,2898,2025-03-28,07:53:04,392.56,Bank ATM,ATM,Orlando,FL,00,0
TXN_00000052,CUST_000181,8514,2025-03-28,11:28:04,978.3,Circuit City,Electronics,Charlotte,NC,00,0
TXN_00000703,CUST_000124,9394,2025-03-28,17:06:04,360.88,Gas Station ATM,ATM,Springfield,IL,00,0
TXN_00000478,CUST_000151,7970,2025-03-29,01:39:04,38.85,CVS,Pharmacy,Allentown,PA,00,0
TXN_00000795,CUST_000352,9109,2025-03-29,03:52:04,120.54,Target,Grocery,Toledo,OH,00,0
TXN_00000684,CUST_000015,5742,2025-03-29,06:00:04,236.97,Target.com,Online Retail,Greensboro,NC,00,0
TXN_00000376,CUST_000041,9081,2025-03-29,06:36:04,25.07,Whole Foods,Grocery,Toledo,OH,00,0
TXN_00000605,CUST_000105,2287,2025-03-29,08:52:04,68.28,Kroger,Grocery,San Antonio,TX,00,0
TXN_00000132,CUST_000488,2536,2025-03-29,10:26:04,264.78,Hilton,Hotel,Rockford,IL,00,0
TXN_00000842,CUST_000081,8243,2025-03-29,12:33:04,75.78,Walmart,Grocery,Rockford,IL,00,0
TXN_00000700,CUST_000207,7964,2025-03-29,12:36:04,326.67,Holiday Inn,Hotel,Los Angeles,CA,00,0
TXN_00000853,CUST_000060,3788,2025-03-29,15:11:04,19.84,Pizza Hut,Restaurant,Orlando,FL,00,0
TXN_00000120,CUST_000325,9398,2025-03-29,15:53:04,17.83,Olive Garden,Restaurant,Savannah,GA,00,0
TXN_00000041,CUST_000221,9693,2025-03-30,03:32:04,5.15,Hyatt,Hotel,Remote_AK,AK,51,1
TXN_00000958,CUST_000095,6264,2025-03-30,04:47:04,29.8,Starbucks,Restaurant,Augusta,GA,00,0
TXN_00000405,CUST_000358,5474,2025-03-30,18:34:04,118.95,Best Buy Online,Online Retail,Augusta,GA,00,0
TXN_00000762,CUST_000360,9804,2025-03-30,20:56:04,111.68,Subway,Restaurant,Savannah,GA,00,0
TXN_00000114,CUST_000124,0163,2025-03-30,21:45:04,56.31,Exxon,Gas Station,Sterling Heights,MI,00,0
TXN_00000587,CUST_000025,5220,2025-03-31,07:30:04,167.76,Walmart.com,Online Retail,Warren,MI,00,0
TXN_00000463,CUST_000084,0591,2025-04-01,06:50:04,114.79,Pizza Hut,Restaurant,Cleveland,OH,00,0
TXN_00000882,CUST_000151,9367,2025-04-01,18:29:04,31.43,Movie Theater,Entertainment,Toledo,OH,00,0
TXN_00000007,CUST_000124,8248,2025-04-01,23:12:04,1893.37,Micro Center,Electronics,Remote_MT,MT,51,1
TXN_00000867,CUST_000026,1644,2025-04-02,00:46:04,73.24,Target,Grocery,Chicago,IL,00,0
TXN_00000401,CUST_000087,5265,2025-04-02,05:52:04,237.15,Kohl's,Department Store,New York,NY,00,0
TXN_00000150,CUST_000437,1356,2025-04-02,06:25:04,70.95,Movie Theater,Entertainment,Springfield,IL,00,0
TXN_00000543,CUST_000088,6502,2025-04-02,14:24:04,67.56,Macy's,Department Store,San Diego,CA,00,0
TXN_00000941,CUST_000344,6445,2025-04-02,20:16:04,104.48,Kohl's,Department Store,Dallas,TX,00,0
TXN_00001000,CUST_000415,0817,2025-04-02,22:54:04,92.78,Sports Arena,Entertainment,Houston,TX,00,0
TXN_00000811,CUST_000218,4561,2025-04-03,10:01:04,16.76,Sports Arena,Entertainment,Peoria,IL,00,0
TXN_00000265,CUST_000230,8262,2025-04-03,11:30:04,415.12,Circuit City,Electronics,Charlotte,NC,00,0
TXN_00000963,CUST_000042,0716,2025-04-03,21:36:04,832.56,Fry's Electronics,Electronics,Sacramento,CA,00,0
TXN_00000228,CUST_000458,3333,2025-04-04,03:22:04,229.39,Fry's Electronics,Electronics,New York,NY,00,0
TXN_00000389,CUST_000085,6684,2025-04-04,04:58:04,5.43,Rite Aid,Pharmacy,Springfield,IL,00,0
TXN_00000655,CUST_000218,7403,2025-04-04,06:28:04,106.07,Best Buy Online,Online Retail,Philadelphia,PA,00,0
TXN_00000803,CUST_000231,8303,2025-04-04,10:23:04,207.03,Hilton,Hotel,Columbus,OH,00,0
TXN_00000057,CUST_000294,7516,2025-04-04,10:36:04,46.14,BP,Gas Station,Columbus,OH,00,0
TXN_00000357,CUST_000444,8189,2025-04-04,11:28:04,54.68,Sports Arena,Entertainment,Buffalo,NY,00,0
TXN_00000883,CUST_000492,7698,2025-04-04,17:10:04,51.42,Mobil,Gas Station,Charlotte,NC,00,0
TXN_00000425,CUST_000013,8814,2025-04-05,00:33:04,57.61,Amazon,Online Retail,Philadelphia,PA,00,0
TXN_00000149,CUST_000120,7561,2025-04-05,06:26:04,96.82,Sports Arena,Entertainment,Jacksonville,FL,00,0
TXN_00000876,CUST_000101,5040,2025-04-05,08:45:04,25.95,Pharmacy Plus,Pharmacy,Warren,MI,00,0
TXN_00000616,CUST_000495,3240,2025-04-05,10:49:04,105.44,Convenience Store ATM,ATM,Austin,TX,00,0
TXN_00000024,CUST_000168,0531,2025-04-06,01:38:04,799.04,Walmart,Grocery,Remote_WY,WY,00,1
TXN_00000838,CUST_000026,0633,2025-04-06,03:51:04,430.89,Gas Station ATM,ATM,Durham,NC,00,0
TXN_00000019,CUST_000227,1343,2025-04-06,05:37:04,3.2,eBay,Online Retail,Atlanta,GA,61,1
TXN_00000249,CUST_000165,1731,2025-04-06,05:50:04,99.85,Whole Foods,Grocery,Toledo,OH,00,0
TXN_00000656,CUST_000196,1132,2025-04-06,05:59:04,56.78,Pharmacy Plus,Pharmacy,Sterling Heights,MI,00,0
TXN_00000834,CUST_000349,5291,2025-04-06,06:19:04,48.85,BP,Gas Station,Syracuse,NY,00,0
TXN_00000671,CUST_000188,2231,2025-04-06,13:43:04,36.94,Chevron,Gas Station,Detroit,MI,00,0
TXN_00000537,CUST_000116,1703,2025-04-06,15:39:04,75.54,Target,Grocery,Cleveland,OH,00,0
