transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_ip_address,customer_segment,customer_country,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,amount,payment_method,payment_status,response_code,response_text,card_last4,transaction_type,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,days_since_acquisition,transaction_count,device_type,is_mobile,session_duration_seconds,pages_viewed,processing_time_ms
TRIAL_ABUSE_0000,TRIAL_ABUSER_000,Trial User0,trial0@tempmail.org,555-7488,"57917 Cabrera Spring Apt. 545
Paulchester, MO 12586",New Lanceborough,Texas,59438,192.168.1.100,trial,US,2025-06-16 10:59:07.603556,2025-06-16,10:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1000,free_trial,True,"trial_abuse,temp_email,sequential_cards",82.1596642720576,trial_abuse,83.88613264115068,organic_search,29,1,iPhone/iOS,True,64,1,844
TRIAL_ABUSE_0001,TRIAL_ABUSER_001,Trial User1,trial1@guerrillamail.com,555-8556,"869 Eric Extension
Lake John, PW 12730",East Stevenhaven,Arkansas,17489,192.168.1.101,trial,US,2025-06-16 12:59:07.603556,2025-06-16,12:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1001,free_trial,True,"trial_abuse,temp_email,sequential_cards",80.84557155032753,trial_abuse,168.42895452615878,direct,28,1,iPhone/iOS,True,121,1,176
TRIAL_ABUSE_0002,TRIAL_ABUSER_002,Trial User2,trial2@10minutemail.com,555-5446,"820 Cole Motorway Suite 486
West Stephanieport, DE 97302",Alyssafurt,Oregon,66025,192.168.1.102,trial,US,2025-06-16 14:59:07.603556,2025-06-16,14:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1002,free_trial,True,"trial_abuse,temp_email,sequential_cards",81.27548920597522,trial_abuse,398.11567400223436,social_media,11,1,Windows PC,False,39,3,759
TRIAL_ABUSE_0003,TRIAL_ABUSER_003,Trial User3,trial3@tempmail.org,555-6443,"3243 Watts Place Apt. 061
South Sherriton, HI 17042",Matthewfort,North Dakota,92510,192.168.1.103,trial,US,2025-06-16 16:59:07.603556,2025-06-16,16:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1003,free_trial,True,"trial_abuse,temp_email,sequential_cards",82.16794631704951,trial_abuse,126.5861447175648,social_media,20,1,Windows PC,False,107,1,569
TRIAL_ABUSE_0004,TRIAL_ABUSER_004,Trial User4,trial4@tempmail.org,555-7319,"10296 Stewart Route Suite 736
New Madelinetown, WA 82648",Rachelchester,Massachusetts,39582,192.168.1.104,trial,US,2025-06-16 18:59:07.603556,2025-06-16,18:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1004,free_trial,True,"trial_abuse,temp_email,sequential_cards",83.02937017948324,trial_abuse,67.36731412226825,social_media,28,1,Windows PC,False,67,4,1487
TRIAL_ABUSE_0005,TRIAL_ABUSER_005,Trial User5,trial5@tempmail.org,555-9778,"4088 Marie Stravenue
West Ashleychester, GA 26764",Chasehaven,Colorado,74961,192.168.1.105,trial,US,2025-06-16 20:59:07.603556,2025-06-16,20:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1005,free_trial,True,"trial_abuse,temp_email,sequential_cards",77.68845826152224,trial_abuse,308.2762935977042,social_media,4,2,Android Mobile,True,168,1,913
TRIAL_ABUSE_0006,TRIAL_ABUSER_006,Trial User6,trial6@tempmail.org,555-8104,"497 Rangel Spur
Bishopmouth, DC 07661",Kimberlyfort,Connecticut,14904,192.168.1.106,trial,US,2025-06-16 22:59:07.603556,2025-06-16,22:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1006,free_trial,True,"trial_abuse,temp_email,sequential_cards",76.35326324333326,trial_abuse,381.3938029175911,organic_search,28,2,iPhone/iOS,True,141,3,1340
TRIAL_ABUSE_0007,TRIAL_ABUSER_007,Trial User7,trial7@guerrillamail.com,555-2135,"2919 Turner Courts Suite 943
South Jamesshire, MS 53443",West Carolineberg,Oregon,98531,192.168.1.107,trial,US,2025-06-17 00:59:07.603556,2025-06-17,00:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1007,free_trial,True,"trial_abuse,temp_email,sequential_cards",81.32002220036317,trial_abuse,393.39890821326463,direct,5,2,Android Mobile,True,40,3,346
TRIAL_ABUSE_0008,TRIAL_ABUSER_008,Trial User8,trial8@guerrillamail.com,555-5252,"7656 Bates Common Apt. 530
Port Holly, CT 50923",Brittneyhaven,Hawaii,24075,192.168.1.108,trial,US,2025-06-17 02:59:07.603556,2025-06-17,02:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1008,free_trial,True,"trial_abuse,temp_email,sequential_cards",80.87676462002997,trial_abuse,371.4107744502149,direct,11,1,Android Mobile,True,160,4,348
TRIAL_ABUSE_0009,TRIAL_ABUSER_009,Trial User9,trial9@10minutemail.com,555-9550,"8928 Fuller Square Suite 161
Paynefort, DC 01353",Traceystad,New York,77267,192.168.1.109,trial,US,2025-06-17 04:59:07.603556,2025-06-17,04:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1009,free_trial,True,"trial_abuse,temp_email,sequential_cards",88.36694034174216,trial_abuse,55.52232090101961,organic_search,17,2,Windows PC,False,205,2,349
TRIAL_ABUSE_0010,TRIAL_ABUSER_010,Trial User10,trial10@guerrillamail.com,555-2677,"0179 Conner Mountains
Taylorchester, TX 79582",South Alyssa,New Mexico,89379,192.168.1.110,trial,US,2025-06-17 06:59:07.603556,2025-06-17,06:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1010,free_trial,True,"trial_abuse,temp_email,sequential_cards",89.36327873299648,trial_abuse,111.24353400314159,organic_search,2,1,Mac OS,False,95,3,1660
TRIAL_ABUSE_0011,TRIAL_ABUSER_011,Trial User11,trial11@guerrillamail.com,555-4686,"6573 Peter Canyon Apt. 862
Rosschester, FM 19286",Port Michele,Virginia,46494,192.168.1.111,trial,US,2025-06-17 08:59:07.603556,2025-06-17,08:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1011,free_trial,True,"trial_abuse,temp_email,sequential_cards",89.99328303387898,trial_abuse,77.18421796405748,paid_search,3,2,Android Mobile,True,155,4,1854
TRIAL_ABUSE_0012,TRIAL_ABUSER_012,Trial User12,trial12@tempmail.org,555-7934,"65996 Kennedy Skyway
Nelsonburgh, SC 86438",Ramirezview,Maryland,12280,192.168.1.112,trial,US,2025-06-17 10:59:07.603556,2025-06-17,10:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1012,free_trial,True,"trial_abuse,temp_email,sequential_cards",86.72128004060107,trial_abuse,399.49316355368916,paid_search,9,2,Windows PC,False,195,3,993
TRIAL_ABUSE_0013,TRIAL_ABUSER_013,Trial User13,trial13@guerrillamail.com,555-9994,"81834 Joshua Hollow
Meadowsfort, DC 65736",Port Robinland,Nevada,52197,192.168.1.113,trial,US,2025-06-17 12:59:07.603556,2025-06-17,12:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1013,free_trial,True,"trial_abuse,temp_email,sequential_cards",78.18773378824582,trial_abuse,91.93020278214948,direct,28,2,iPhone/iOS,True,51,3,1719
TRIAL_ABUSE_0014,TRIAL_ABUSER_014,Trial User14,trial14@10minutemail.com,555-1088,"132 Derrick Trail
Toniview, ID 07830",Fordtown,Montana,56736,192.168.1.114,trial,US,2025-06-17 14:59:07.603556,2025-06-17,14:59:07,StreamMax Pro,Streaming Service,0.0,visa,completed,00,Approved,1014,free_trial,True,"trial_abuse,temp_email,sequential_cards",88.56970717150467,trial_abuse,477.1753868542841,direct,15,2,Windows PC,False,46,1,980
